Source,Target,Type,weight,book,new_weight
Arya-Stark,Bran-Stark,undirected,7,5,90
Arya-Stark,Brusco,undirected,4,5,93
Arya-Stark,Eddard-Stark,undirected,4,5,93
Arya-Stark,Jeyne-Poole,undirected,4,5,93
Arya-Stark,Jon-Snow,undirected,12,5,85
Arya-Stark,Kindly-Man,undirected,4,5,93
Arya-Stark,Mance-Rayder,undirected,3,5,94
Arya-Stark,Melisandre,undirected,4,5,93
Arya-Stark,Ramsay-Snow,undirected,5,5,92
Arya-Stark,Sansa-Stark,undirected,4,5,93
Arya-Stark,Theon-Greyjoy,undirected,7,5,90
Arya-Stark,Waif,undirected,3,5,94
Arys-Oakheart,Gerold-Dayne,undirected,3,5,94
Asha-Greyjoy,Clayton-Suggs,undirected,4,5,93
Asha-Greyjoy,Euron-Greyjoy,undirected,4,5,93
Asha-Greyjoy,Galbart-Glover,undirected,8,5,89
Asha-Greyjoy,Godry-Farring,undirected,3,5,94
Asha-Greyjoy,Grimtongue,undirected,3,5,94
Asha-Greyjoy,Hagen,undirected,3,5,94
Asha-Greyjoy,Justin-Massey,undirected,15,5,82
Asha-Greyjoy,Qarl-the-Maid,undirected,8,5,89
Asha-Greyjoy,Robert-Baratheon,undirected,4,5,93
Asha-Greyjoy,Rolfe-the-Dwarf,undirected,3,5,94
Asha-Greyjoy,Stannis-Baratheon,undirected,16,5,81
Asha-Greyjoy,Sybelle-Glover,undirected,3,5,94
Asha-Greyjoy,Theon-Greyjoy,undirected,7,5,90
Asha-Greyjoy,Torgon-Greyiron,undirected,3,5,94
Asha-Greyjoy,Tristifer-Botley,undirected,12,5,85
Asha-Greyjoy,Tycho-Nestoris,undirected,3,5,94
Ashara-Dayne,Elia-Martell,undirected,3,5,94
Axell-Florent,Jon-Snow,undirected,4,5,93
Axell-Florent,Melisandre,undirected,5,5,92
Axell-Florent,Selyse-Florent,undirected,8,5,89
Axell-Florent,Shireen-Baratheon,undirected,3,5,94
Axell-Florent,Stannis-Baratheon,undirected,3,5,94
Azor-Ahai,Stannis-Baratheon,undirected,3,5,94
Balon-Greyjoy,Euron-Greyjoy,undirected,3,5,94
Balon-Greyjoy,Theon-Greyjoy,undirected,3,5,94
Balon-Swann,Doran-Martell,undirected,11,5,86
Balon-Swann,Gerold-Dayne,undirected,3,5,94
Balon-Swann,Myrcella-Baratheon,undirected,4,5,93
Balon-Swann,Tyrion-Lannister,undirected,3,5,94
Barbrey-Dustin,Jeyne-Poole,undirected,5,5,92
Barbrey-Dustin,Ramsay-Snow,undirected,5,5,92
Barbrey-Dustin,Roger-Ryswell,undirected,4,5,93
Barbrey-Dustin,Roose-Bolton,undirected,3,5,94
Barbrey-Dustin,Stannis-Baratheon,undirected,3,5,94
Barbrey-Dustin,Theon-Greyjoy,undirected,17,5,80
Barristan-Selmy,Belwas,undirected,9,5,88
Barristan-Selmy,Ben-Plumm,undirected,4,5,93
Barristan-Selmy,Bloodbeard,undirected,3,5,94
Barristan-Selmy,Daario-Naharis,undirected,18,5,79
Barristan-Selmy,Daenerys-Targaryen,undirected,75,5,22
Barristan-Selmy,Galazza-Galare,undirected,5,5,92
Barristan-Selmy,Gerris-Drinkwater,undirected,4,5,93
Barristan-Selmy,Grazhar,undirected,3,5,94
Barristan-Selmy,Grey-Worm,undirected,6,5,91
Barristan-Selmy,Groleo,undirected,8,5,89
Barristan-Selmy,Hizdahr-zo-Loraq,undirected,42,5,55
Barristan-Selmy,Jhogo,undirected,3,5,94
Barristan-Selmy,Khrazz,undirected,8,5,89
Barristan-Selmy,Larraq,undirected,3,5,94
Barristan-Selmy,Missandei,undirected,8,5,89
Barristan-Selmy,Quentyn-Martell,undirected,22,5,75
Barristan-Selmy,Reznak-mo-Reznak,undirected,7,5,90
Barristan-Selmy,Rhaegar-Targaryen,undirected,3,5,94
Barristan-Selmy,Skahaz-mo-Kandaq,undirected,21,5,76
Barristan-Selmy,Steelskin,undirected,3,5,94
Barristan-Selmy,Tyrion-Lannister,undirected,3,5,94
Barristan-Selmy,Varys,undirected,3,5,94
Barristan-Selmy,Widower,undirected,3,5,94
Barristan-Selmy,Xaro-Xhoan-Daxos,undirected,3,5,94
Barsena,Daenerys-Targaryen,undirected,4,5,93
Bartimus,Davos-Seaworth,undirected,4,5,93
Belaquo,Goghor-the-Giant,undirected,7,5,90
Belaquo,Hizdahr-zo-Loraq,undirected,3,5,94
Belaquo,Irri,undirected,3,5,94
Belaquo,Spotted-Cat,undirected,5,5,92
Belwas,Daenerys-Targaryen,undirected,13,5,84
Belwas,Hizdahr-zo-Loraq,undirected,11,5,86
Belwas,Quentyn-Martell,undirected,3,5,94
Belwas,Skahaz-mo-Kandaq,undirected,3,5,94
Ben-Bones,Ramsay-Snow,undirected,5,5,92
Ben-Bones,Theon-Greyjoy,undirected,4,5,93
Ben-Plumm,Daario-Naharis,undirected,9,5,88
Ben-Plumm,Daenerys-Targaryen,undirected,14,5,83
Ben-Plumm,Hizdahr-zo-Loraq,undirected,3,5,94
Ben-Plumm,Kasporio,undirected,3,5,94
Ben-Plumm,Penny,undirected,3,5,94
Ben-Plumm,Tybero-Istarion,undirected,5,5,92
Ben-Plumm,Tyrion-Lannister,undirected,4,5,93
Benerro,Daenerys-Targaryen,undirected,3,5,94
Benerro,Haldon,undirected,4,5,93
Benerro,Moqorro,undirected,4,5,93
Benerro,Tyrion-Lannister,undirected,7,5,90
Benethon-Scales,Narbert-Grandison,undirected,3,5,94
Benethon-Scales,Selyse-Florent,undirected,4,5,93
Benjen-Stark,Jon-Snow,undirected,4,5,93
Black-Balaq,Franklyn-Flowers,undirected,3,5,94
Bloodbeard,Daenerys-Targaryen,undirected,3,5,94
Bloodbeard,Hizdahr-zo-Loraq,undirected,5,5,92
Bloodbeard,Tattered-Prince,undirected,3,5,94
Boros-Blount,Meryn-Trant,undirected,3,5,94
Boros-Blount,Tommen-Baratheon,undirected,4,5,93
Bowen-Marsh,Cellador,undirected,8,5,89
Bowen-Marsh,Eddison-Tollett,undirected,9,5,88
Bowen-Marsh,Jon-Snow,undirected,45,5,52
Bowen-Marsh,Mance-Rayder,undirected,5,5,92
Bowen-Marsh,Othell-Yarwyck,undirected,19,5,78
Bowen-Marsh,Satin,undirected,3,5,94
Bowen-Marsh,Stannis-Baratheon,undirected,3,5,94
Bowen-Marsh,Tormund,undirected,5,5,92
Bowen-Marsh,Wick-Whittlestick,undirected,5,5,92
Bran-Stark,Brynden-Rivers,undirected,14,5,83
Bran-Stark,Coldhands,undirected,6,5,91
Bran-Stark,Eddard-Stark,undirected,4,5,93
Bran-Stark,Hodor,undirected,50,5,47
Bran-Stark,Jojen-Reed,undirected,17,5,80
Bran-Stark,Jon-Snow,undirected,4,5,93
Bran-Stark,Leaf,undirected,5,5,92
Bran-Stark,Meera-Reed,undirected,33,5,64
Bran-Stark,Rickon-Stark,undirected,7,5,90
Bran-Stark,Robb-Stark,undirected,6,5,91
Bran-Stark,Theon-Greyjoy,undirected,8,5,89
Brandon-Norrey,Jon-Snow,undirected,3,5,94
Brandon-Norrey,Torghen-Flint,undirected,3,5,94
Brea,Brusco,undirected,3,5,94
Brienne-of-Tarth,Cersei-Lannister,undirected,3,5,94
Brienne-of-Tarth,Jaime-Lannister,undirected,3,5,94
Brus-Buckler,Malegorn,undirected,6,5,91
Brus-Buckler,Narbert-Grandison,undirected,4,5,93
Brus-Buckler,Selyse-Florent,undirected,5,5,92
Brynden-Rivers,Meera-Reed,undirected,3,5,94
Brynden-Tully,Jaime-Lannister,undirected,4,5,93
Bump,Varamyr,undirected,5,5,92
Caggo,Gerris-Drinkwater,undirected,3,5,94
Caggo,Lucifer-Long,undirected,3,5,94
Caggo,Meris,undirected,7,5,90
Caggo,Quentyn-Martell,undirected,7,5,90
Caggo,Tattered-Prince,undirected,4,5,93
Caleotte,Doran-Martell,undirected,3,5,94
Caleotte,Gregor-Clegane,undirected,4,5,93
Camarron,Spotted-Cat,undirected,3,5,94
Catelyn-Stark,Eddard-Stark,undirected,5,5,92
Cellador,Clydas,undirected,3,5,94
Cellador,Jon-Snow,undirected,3,5,94
Cellador,Othell-Yarwyck,undirected,8,5,89
Cersei-Lannister,Daenerys-Targaryen,undirected,3,5,94
Cersei-Lannister,Doran-Martell,undirected,3,5,94
Cersei-Lannister,Dunsen,undirected,3,5,94
Cersei-Lannister,Gregor-Clegane,undirected,4,5,93
Cersei-Lannister,High-Sparrow,undirected,11,5,86
Cersei-Lannister,Ilyn-Payne,undirected,4,5,93
Cersei-Lannister,Jaime-Lannister,undirected,13,5,84
Cersei-Lannister,Joffrey-Baratheon,undirected,3,5,94
Cersei-Lannister,Kevan-Lannister,undirected,10,5,87
Cersei-Lannister,Lancel-Lannister,undirected,6,5,91
Cersei-Lannister,Mace-Tyrell,undirected,3,5,94
Cersei-Lannister,Margaery-Tyrell,undirected,6,5,91
Cersei-Lannister,Meryn-Trant,undirected,3,5,94
Cersei-Lannister,Moelle,undirected,4,5,93
Cersei-Lannister,Myrcella-Baratheon,undirected,4,5,93
Cersei-Lannister,Osney-Kettleblack,undirected,3,5,94
Cersei-Lannister,Qyburn,undirected,3,5,94
Cersei-Lannister,Rafford,undirected,3,5,94
Cersei-Lannister,Rhaegar-Targaryen,undirected,3,5,94
Cersei-Lannister,Robert-Baratheon,undirected,7,5,90
Cersei-Lannister,Robert-Strong,undirected,4,5,93
Cersei-Lannister,Scolera,undirected,5,5,92
Cersei-Lannister,Stannis-Baratheon,undirected,5,5,92
Cersei-Lannister,Tommen-Baratheon,undirected,13,5,84
Cersei-Lannister,Tyrion-Lannister,undirected,5,5,92
Cersei-Lannister,Tywin-Lannister,undirected,3,5,94
Cersei-Lannister,Unella,undirected,10,5,87
Clayton-Suggs,Godry-Farring,undirected,5,5,92
Clayton-Suggs,Stannis-Baratheon,undirected,6,5,91
Cleon,Daenerys-Targaryen,undirected,9,5,88
Cleon,Quentyn-Martell,undirected,3,5,94
Cletus-Yronwood,Daenerys-Targaryen,undirected,3,5,94
Cletus-Yronwood,Gerris-Drinkwater,undirected,5,5,92
Cletus-Yronwood,Kedry,undirected,3,5,94
Cletus-Yronwood,Quentyn-Martell,undirected,7,5,90
Clydas,Jon-Snow,undirected,20,5,77
Clydas,Mully,undirected,4,5,93
Clydas,Stannis-Baratheon,undirected,3,5,94
Coldhands,Hodor,undirected,4,5,93
Coldhands,Meera-Reed,undirected,3,5,94
Corliss-Penny,Stannis-Baratheon,undirected,3,5,94
Cotter-Pyke,Denys-Mallister,undirected,4,5,93
Cotter-Pyke,Jon-Snow,undirected,11,5,86
Cotter-Pyke,Selyse-Florent,undirected,3,5,94
Cromm,Grimtongue,undirected,4,5,93
Cromm,Hagen,undirected,4,5,93
Daario-Naharis,Daenerys-Targaryen,undirected,50,5,47
Daario-Naharis,Grey-Worm,undirected,6,5,91
Daario-Naharis,Groleo,undirected,4,5,93
Daario-Naharis,Hero,undirected,7,5,90
Daario-Naharis,Hizdahr-zo-Loraq,undirected,14,5,83
Daario-Naharis,Irri,undirected,7,5,90
Daario-Naharis,Jhiqui,undirected,5,5,92
Daario-Naharis,Jhogo,undirected,9,5,88
Daario-Naharis,Missandei,undirected,4,5,93
Daario-Naharis,Quentyn-Martell,undirected,5,5,92
Daario-Naharis,Rakharo,undirected,4,5,93
Daario-Naharis,Skahaz-mo-Kandaq,undirected,9,5,88
Daenerys-Targaryen,Daeron-II-Targaryen,undirected,3,5,94
Daenerys-Targaryen,Doran-Martell,undirected,3,5,94
Daenerys-Targaryen,Drogo,undirected,7,5,90
Daenerys-Targaryen,Eroeh,undirected,3,5,94
Daenerys-Targaryen,Ezzara,undirected,3,5,94
Daenerys-Targaryen,Galazza-Galare,undirected,19,5,78
Daenerys-Targaryen,Gerris-Drinkwater,undirected,15,5,82
Daenerys-Targaryen,Ghael,undirected,5,5,92
Daenerys-Targaryen,Grey-Worm,undirected,11,5,86
Daenerys-Targaryen,Groleo,undirected,4,5,93
Daenerys-Targaryen,Hero,undirected,5,5,92
Daenerys-Targaryen,Hizdahr-zo-Loraq,undirected,96,5,1
Daenerys-Targaryen,Illyrio-Mopatis,undirected,12,5,85
Daenerys-Targaryen,Irri,undirected,25,5,72
Daenerys-Targaryen,Jhiqui,undirected,15,5,82
Daenerys-Targaryen,Jhogo,undirected,6,5,91
Daenerys-Targaryen,Jon-Connington,undirected,6,5,91
Daenerys-Targaryen,Jorah-Mormont,undirected,4,5,93
Daenerys-Targaryen,Lysono-Maar,undirected,3,5,94
Daenerys-Targaryen,Mace-Tyrell,undirected,3,5,94
Daenerys-Targaryen,Marselen,undirected,3,5,94
Daenerys-Targaryen,Meris,undirected,6,5,91
Daenerys-Targaryen,Mezzara,undirected,4,5,93
Daenerys-Targaryen,Miklaz,undirected,3,5,94
Daenerys-Targaryen,Missandei,undirected,37,5,60
Daenerys-Targaryen,Moqorro,undirected,3,5,94
Daenerys-Targaryen,Penny,undirected,4,5,93
Daenerys-Targaryen,Qavo-Nogarys,undirected,5,5,92
Daenerys-Targaryen,Qezza,undirected,6,5,91
Daenerys-Targaryen,Quaithe,undirected,6,5,91
Daenerys-Targaryen,Quentyn-Martell,undirected,58,5,39
Daenerys-Targaryen,Rakharo,undirected,7,5,90
Daenerys-Targaryen,Reznak-mo-Reznak,undirected,19,5,78
Daenerys-Targaryen,Rhaegar-Targaryen,undirected,10,5,87
Daenerys-Targaryen,Robert-Baratheon,undirected,3,5,94
Daenerys-Targaryen,Skahaz-mo-Kandaq,undirected,33,5,64
Daenerys-Targaryen,Spotted-Cat,undirected,3,5,94
Daenerys-Targaryen,Symon-Stripeback,undirected,4,5,93
Daenerys-Targaryen,Tattered-Prince,undirected,4,5,93
Daenerys-Targaryen,Tyrion-Lannister,undirected,17,5,80
Daenerys-Targaryen,Varys,undirected,3,5,94
Daenerys-Targaryen,Victarion-Greyjoy,undirected,7,5,90
Daenerys-Targaryen,Viserys-Targaryen,undirected,7,5,90
Daenerys-Targaryen,Xaro-Xhoan-Daxos,undirected,16,5,81
Daenerys-Targaryen,Yurkhaz-zo-Yunzak,undirected,4,5,93
Dalla,Gilly,undirected,4,5,93
Dalla,Mance-Rayder,undirected,5,5,92
Dalla,Melisandre,undirected,3,5,94
Dalla,Stannis-Baratheon,undirected,5,5,92
Dalla,Val,undirected,5,5,92
Damon-Dance-for-Me,Grunt,undirected,3,5,94
Damon-Dance-for-Me,Ramsay-Snow,undirected,7,5,90
Damon-Dance-for-Me,Skinner,undirected,7,5,90
Damon-Dance-for-Me,Sour-Alyn,undirected,4,5,93
Damon-Dance-for-Me,Theon-Greyjoy,undirected,5,5,92
Davos-Seaworth,Eddard-Stark,undirected,4,5,93
Davos-Seaworth,Garth-(Wolfs-Den),undirected,4,5,93
Davos-Seaworth,Godric-Borrell,undirected,9,5,88
Davos-Seaworth,Leona-Woolfield,undirected,3,5,94
Davos-Seaworth,Marlon-Manderly,undirected,5,5,92
Davos-Seaworth,Melisandre,undirected,4,5,93
Davos-Seaworth,Robb-Stark,undirected,3,5,94
Davos-Seaworth,Robett-Glover,undirected,4,5,93
Davos-Seaworth,Salladhor-Saan,undirected,11,5,86
Davos-Seaworth,Stannis-Baratheon,undirected,21,5,76
Davos-Seaworth,Sybell-Spicer,undirected,3,5,94
Davos-Seaworth,Wyman-Manderly,undirected,32,5,65
Denys-Mallister,Jon-Snow,undirected,4,5,93
Denzo-Dhan,Meris,undirected,3,5,94
Devan-Seaworth,Jon-Snow,undirected,5,5,92
Devan-Seaworth,Melisandre,undirected,4,5,93
Devan-Seaworth,Stannis-Baratheon,undirected,14,5,83
Dick-Straw,Hugh-Hungerford,undirected,3,5,94
Dick-Straw,Tattered-Prince,undirected,4,5,93
Donal-Noye,Jon-Snow,undirected,7,5,90
Donal-Noye,Qhorin-Halfhand,undirected,3,5,94
Doran-Martell,Ellaria-Sand,undirected,3,5,94
Doran-Martell,Gregor-Clegane,undirected,4,5,93
Doran-Martell,Myrcella-Baratheon,undirected,5,5,92
Doran-Martell,Nymeria-Sand,undirected,3,5,94
Doran-Martell,Obara-Sand,undirected,4,5,93
Doran-Martell,Oberyn-Martell,undirected,5,5,92
Doran-Martell,Quentyn-Martell,undirected,4,5,93
Doran-Martell,Robert-Baratheon,undirected,3,5,94
Doran-Martell,Viserys-Targaryen,undirected,3,5,94
Draqaz,Miklaz,undirected,3,5,94
Drogo,Viserys-Targaryen,undirected,4,5,93
Dryn,Tormund,undirected,3,5,94
Dunsen,Gregor-Clegane,undirected,3,5,94
Dunsen,Ilyn-Payne,undirected,3,5,94
Dunsen,Meryn-Trant,undirected,3,5,94
Dunsen,Rafford,undirected,3,5,94
Eddard-Stark,Jon-Snow,undirected,10,5,87
Eddard-Stark,Ramsay-Snow,undirected,4,5,93
Eddard-Stark,Robb-Stark,undirected,6,5,91
Eddard-Stark,Robert-Baratheon,undirected,7,5,90
Eddard-Stark,Roose-Bolton,undirected,5,5,92
Eddard-Stark,Sansa-Stark,undirected,3,5,94
Eddard-Stark,Stannis-Baratheon,undirected,6,5,91
Eddard-Stark,Theon-Greyjoy,undirected,9,5,88
Eddard-Stark,Willam-Dustin,undirected,4,5,93
Eddard-Stark,Wyman-Manderly,undirected,4,5,93
Eddison-Tollett,Emmett,undirected,8,5,89
Eddison-Tollett,Gilly,undirected,3,5,94
Eddison-Tollett,Hobb,undirected,4,5,93
Eddison-Tollett,Janos-Slynt,undirected,4,5,93
Eddison-Tollett,Jon-Snow,undirected,25,5,72
Eddison-Tollett,Mully,undirected,3,5,94
Eddison-Tollett,Satin,undirected,3,5,94
Elia-Martell,Rhaegar-Targaryen,undirected,6,5,91
Emmett,Hareth-(Moles-Town),undirected,3,5,94
Emmett,Hop-Robin,undirected,4,5,93
Emmett,Janos-Slynt,undirected,4,5,93
Emmett,Jon-Snow,undirected,15,5,82
Emrick,Hareth-(Moles-Town),undirected,3,5,94
Emrick,Satin,undirected,3,5,94
Euron-Greyjoy,Victarion-Greyjoy,undirected,7,5,90
Franklyn-Flowers,Jon-Connington,undirected,4,5,93
Frenya,Holly,undirected,6,5,91
Frenya,Theon-Greyjoy,undirected,3,5,94
Fulk,Jon-Snow,undirected,4,5,93
Fulk,Mully,undirected,5,5,92
Galazza-Galare,Grazhar,undirected,4,5,93
Galazza-Galare,Hizdahr-zo-Loraq,undirected,12,5,85
Galazza-Galare,Reznak-mo-Reznak,undirected,5,5,92
Galazza-Galare,Skahaz-mo-Kandaq,undirected,12,5,85
Garth-(Wolfs-Den),Sybell-Spicer,undirected,3,5,94
Garth-Greyfeather,Hairy-Hal,undirected,4,5,93
Garth-Greyfeather,Jack-Bulwer,undirected,4,5,93
Garth-Greyfeather,Jon-Snow,undirected,3,5,94
Gerold-Dayne,Myrcella-Baratheon,undirected,3,5,94
Gerrick-Kingsblood,Jon-Snow,undirected,5,5,92
Gerrick-Kingsblood,Raymun-Redbeard,undirected,3,5,94
Gerris-Drinkwater,Hizdahr-zo-Loraq,undirected,4,5,93
Gerris-Drinkwater,Meris,undirected,4,5,93
Gerris-Drinkwater,Quentyn-Martell,undirected,49,5,48
Gerris-Drinkwater,Tattered-Prince,undirected,3,5,94
Gilly,Jon-Snow,undirected,10,5,87
Gilly,Mance-Rayder,undirected,3,5,94
Gilly,Melisandre,undirected,4,5,93
Gilly,Samwell-Tarly,undirected,8,5,89
Godry-Farring,Jon-Snow,undirected,3,5,94
Godry-Farring,Justin-Massey,undirected,3,5,94
Godry-Farring,Mance-Rayder,undirected,3,5,94
Godry-Farring,Melisandre,undirected,3,5,94
Godry-Farring,Stannis-Baratheon,undirected,9,5,88
Goghor-the-Giant,Hizdahr-zo-Loraq,undirected,5,5,92
Goghor-the-Giant,Khrazz,undirected,4,5,93
Goghor-the-Giant,Spotted-Cat,undirected,6,5,91
Grazhar,Qezza,undirected,5,5,92
Gregor-Clegane,Ilyn-Payne,undirected,3,5,94
Gregor-Clegane,Meryn-Trant,undirected,3,5,94
Gregor-Clegane,Oberyn-Martell,undirected,3,5,94
Gregor-Clegane,Rafford,undirected,3,5,94
Grenn,Pypar,undirected,3,5,94
Grenn,Todder,undirected,3,5,94
Grey-Worm,Hizdahr-zo-Loraq,undirected,3,5,94
Grey-Worm,Irri,undirected,4,5,93
Grey-Worm,Skahaz-mo-Kandaq,undirected,6,5,91
Grimtongue,Hagen,undirected,5,5,92
Grimtongue,Lorren,undirected,5,5,92
Groleo,Hero,undirected,4,5,93
Groleo,Jhogo,undirected,5,5,92
Groleo,Skahaz-mo-Kandaq,undirected,3,5,94
Grunt,Sour-Alyn,undirected,7,5,90
Grunt,Theon-Greyjoy,undirected,3,5,94
Hagen,Lorren,undirected,3,5,94
Hagen,Qarl-the-Maid,undirected,3,5,94
Hagen,Tristifer-Botley,undirected,3,5,94
Haggon,Varamyr,undirected,8,5,89
Hairy-Hal,Jack-Bulwer,undirected,3,5,94
Hairy-Hal,Jon-Snow,undirected,4,5,93
Haldon,Illyrio-Mopatis,undirected,3,5,94
Haldon,Jon-Connington,undirected,13,5,84
Haldon,Lemore,undirected,4,5,93
Haldon,Pono,undirected,3,5,94
Haldon,Qavo-Nogarys,undirected,5,5,92
Haldon,Rolly-Duckfield,undirected,26,5,71
Haldon,Tyrion-Lannister,undirected,54,5,43
Haldon,Yandry,undirected,4,5,93
Haldon,Ysilla,undirected,5,5,92
Hareth-(Moles-Town),Hop-Robin,undirected,5,5,92
Hareth-(Moles-Town),Jon-Snow,undirected,10,5,87
Hareth-(Moles-Town),Leathers,undirected,3,5,94
Hareth-(Moles-Town),Rory,undirected,4,5,93
Hareth-(Moles-Town),Satin,undirected,6,5,91
Harl,Lorren,undirected,3,5,94
Harry-Strickland,Jon-Connington,undirected,18,5,79
Harry-Strickland,Myles-Toyne,undirected,4,5,93
Harwood-Stout,Theon-Greyjoy,undirected,5,5,92
Harys-Swyft,Pycelle,undirected,4,5,93
Hero,Jhogo,undirected,8,5,89
High-Sparrow,Kevan-Lannister,undirected,5,5,92
High-Sparrow,Unella,undirected,6,5,91
Hizdahr-zo-Loraq,Irri,undirected,3,5,94
Hizdahr-zo-Loraq,Jhiqui,undirected,3,5,94
Hizdahr-zo-Loraq,Khrazz,undirected,9,5,88
Hizdahr-zo-Loraq,Marghaz-zo-Loraq,undirected,5,5,92
Hizdahr-zo-Loraq,Missandei,undirected,6,5,91
Hizdahr-zo-Loraq,Qezza,undirected,3,5,94
Hizdahr-zo-Loraq,Quentyn-Martell,undirected,15,5,82
Hizdahr-zo-Loraq,Reznak-mo-Reznak,undirected,13,5,84
Hizdahr-zo-Loraq,Skahaz-mo-Kandaq,undirected,29,5,68
Hizdahr-zo-Loraq,Spotted-Cat,undirected,5,5,92
Hizdahr-zo-Loraq,Steelskin,undirected,3,5,94
Hobb,Jon-Snow,undirected,4,5,93
Hobb,Melisandre,undirected,3,5,94
Hobb,Mully,undirected,3,5,94
Hobb,Owen,undirected,5,5,92
Hodor,Jojen-Reed,undirected,11,5,86
Hodor,Meera-Reed,undirected,21,5,76
Holly,Jeyne-Poole,undirected,4,5,93
Holly,Rowan,undirected,3,5,94
Holly,Theon-Greyjoy,undirected,10,5,87
Hop-Robin,Jon-Snow,undirected,4,5,93
Hosteen-Frey,Wyman-Manderly,undirected,5,5,92
Hoster-Blackwood,Jaime-Lannister,undirected,4,5,93
Hother-Umber,Jon-Umber-(Greatjon),undirected,3,5,94
Hother-Umber,Mors-Umber,undirected,3,5,94
Hother-Umber,Ramsay-Snow,undirected,5,5,92
