Source,Target,Type,weight,book,new_weight
Brienne-of-Tarth,Emmon-Cuy,Undirected,8,2,85
Brienne-of-Tarth,Jaime-Lannister,Undirected,3,2,90
Brienne-of-Tarth,Renly-Baratheon,Undirected,28,2,65
Brienne-of-Tarth,Robar-Royce,Undirected,3,2,90
Brienne-of-Tarth,Robert-Baratheon,Undirected,3,2,90
Brienne-of-Tarth,Selwyn-Tarth,Undirected,4,2,89
Brienne-of-Tarth,Stannis-Baratheon,Undirected,5,2,88
Brienne-of-Tarth,Vyman,Undirected,3,2,90
Bronn,Cersei-Lannister,Undirected,11,2,82
Bronn,Jacelyn-Bywater,Undirected,7,2,86
Bronn,Joffrey-Baratheon,Undirected,9,2,84
Bronn,Mandon-Moore,Undirected,5,2,88
Bronn,Podrick-Payne,Undirected,3,2,90
Bronn,Stannis-Baratheon,Undirected,3,2,90
Bronn,Timett,Undirected,5,2,88
Bronn,Tommen-Baratheon,Undirected,3,2,90
Bronn,Tyrion-Lannister,Undirected,40,2,53
Bronn,Varys,Undirected,8,2,85
Bryce-Caron,Cortnay-Penrose,Undirected,3,2,90
Bryce-Caron,Eldon-Estermont,Undirected,3,2,90
Bryce-Caron,Guyard-Morrigen,Undirected,5,2,88
Bryce-Caron,Renly-Baratheon,Undirected,7,2,86
Bryce-Caron,Stannis-Baratheon,Undirected,3,2,90
Brynden-Tully,Catelyn-Stark,Undirected,5,2,88
Brynden-Tully,Robb-Stark,Undirected,6,2,87
Brynden-Tully,Tywin-Lannister,Undirected,3,2,90
Captain-Myraham,Theon-Greyjoy,Undirected,4,2,89
Captain-Myraham-Daughter,Theon-Greyjoy,Undirected,3,2,90
Catelyn-Stark,Cersei-Lannister,Undirected,14,2,79
Catelyn-Stark,Cleos-Frey,Undirected,5,2,88
Catelyn-Stark,Colen-of-Greenpools,Undirected,6,2,87
Catelyn-Stark,Desmond-Grell,Undirected,3,2,90
Catelyn-Stark,Eddard-Stark,Undirected,12,2,81
Catelyn-Stark,Edmure-Tully,Undirected,17,2,76
Catelyn-Stark,Hallis-Mollen,Undirected,6,2,87
Catelyn-Stark,Hoster-Tully,Undirected,5,2,88
Catelyn-Stark,Jaime-Lannister,Undirected,16,2,77
Catelyn-Stark,Joffrey-Baratheon,Undirected,4,2,89
Catelyn-Stark,Loras-Tyrell,Undirected,6,2,87
Catelyn-Stark,Lysa-Arryn,Undirected,7,2,86
Catelyn-Stark,Margaery-Tyrell,Undirected,4,2,89
Catelyn-Stark,Mathis-Rowan,Undirected,3,2,90
Catelyn-Stark,Randyll-Tarly,Undirected,3,2,90
Catelyn-Stark,Renly-Baratheon,Undirected,51,2,42
Catelyn-Stark,Rickon-Stark,Undirected,3,2,90
Catelyn-Stark,Robar-Royce,Undirected,7,2,86
Catelyn-Stark,Robb-Stark,Undirected,27,2,66
Catelyn-Stark,Robert-Baratheon,Undirected,5,2,88
Catelyn-Stark,Sansa-Stark,Undirected,3,2,90
Catelyn-Stark,Stafford-Lannister,Undirected,3,2,90
Catelyn-Stark,Stannis-Baratheon,Undirected,20,2,73
Catelyn-Stark,Theon-Greyjoy,Undirected,5,2,88
Catelyn-Stark,Tyrion-Lannister,Undirected,10,2,83
Catelyn-Stark,Tywin-Lannister,Undirected,14,2,79
Catelyn-Stark,Utherydes-Wayn,Undirected,3,2,90
Catelyn-Stark,Vyman,Undirected,4,2,89
Catelyn-Stark,Wendel-Manderly,Undirected,7,2,86
Cersei-Lannister,Chiswyck,Undirected,3,2,90
Cersei-Lannister,Cleos-Frey,Undirected,6,2,87
Cersei-Lannister,Dunsen,Undirected,3,2,90
Cersei-Lannister,Eddard-Stark,Undirected,13,2,80
Cersei-Lannister,Gregor-Clegane,Undirected,4,2,89
Cersei-Lannister,Gyles-Rosby,Undirected,6,2,87
Cersei-Lannister,Ilyn-Payne,Undirected,12,2,81
Cersei-Lannister,Jacelyn-Bywater,Undirected,4,2,89
Cersei-Lannister,Jaime-Lannister,Undirected,17,2,76
Cersei-Lannister,Janos-Slynt,Undirected,9,2,84
Cersei-Lannister,Joffrey-Baratheon,Undirected,63,2,30
Cersei-Lannister,Lancel-Lannister,Undirected,20,2,73
Cersei-Lannister,Lysa-Arryn,Undirected,5,2,88
Cersei-Lannister,Meryn-Trant,Undirected,11,2,82
Cersei-Lannister,Myrcella-Baratheon,Undirected,4,2,89
Cersei-Lannister,Osfryd-Kettleblack,Undirected,7,2,86
Cersei-Lannister,Osmund-Kettleblack,Undirected,4,2,89
Cersei-Lannister,Osney-Kettleblack,Undirected,3,2,90
Cersei-Lannister,Petyr-Baelish,Undirected,7,2,86
Cersei-Lannister,Polliver,Undirected,3,2,90
Cersei-Lannister,Preston-Greenfield,Undirected,3,2,90
Cersei-Lannister,Pycelle,Undirected,6,2,87
Cersei-Lannister,Rafford,Undirected,3,2,90
Cersei-Lannister,Renly-Baratheon,Undirected,7,2,86
Cersei-Lannister,Robb-Stark,Undirected,15,2,78
Cersei-Lannister,Robert-Baratheon,Undirected,12,2,81
Cersei-Lannister,Sandor-Clegane,Undirected,9,2,84
Cersei-Lannister,Sansa-Stark,Undirected,39,2,54
Cersei-Lannister,Shae,Undirected,5,2,88
Cersei-Lannister,Stannis-Baratheon,Undirected,23,2,70
Cersei-Lannister,Tanda-Stokeworth,Undirected,3,2,90
Cersei-Lannister,Tickler,Undirected,5,2,88
Cersei-Lannister,Tommen-Baratheon,Undirected,10,2,83
Cersei-Lannister,Tyrion-Lannister,Undirected,87,2,6
Cersei-Lannister,Tywin-Lannister,Undirected,10,2,83
Cersei-Lannister,Varys,Undirected,23,2,70
Cersei-Lannister,Vylarr,Undirected,3,2,90
Chataya,Tyrion-Lannister,Undirected,6,2,87
Chayle,Mikken,Undirected,4,2,89
Chella,Shae,Undirected,4,2,89
Chella,Tyrion-Lannister,Undirected,3,2,90
Chella,Varys,Undirected,4,2,89
Chett,Jon-Snow,Undirected,5,2,88
Chiswyck,Dunsen,Undirected,3,2,90
Chiswyck,Gregor-Clegane,Undirected,4,2,89
Chiswyck,Ilyn-Payne,Undirected,3,2,90
Chiswyck,Joffrey-Baratheon,Undirected,3,2,90
Chiswyck,Meryn-Trant,Undirected,3,2,90
Chiswyck,Polliver,Undirected,4,2,89
Chiswyck,Rafford,Undirected,7,2,86
Chiswyck,Sandor-Clegane,Undirected,3,2,90
Chiswyck,Tickler,Undirected,5,2,88
Chiswyck,Weese,Undirected,6,2,87
Cleos-Frey,Eddard-Stark,Undirected,3,2,90
Cleos-Frey,Jaime-Lannister,Undirected,3,2,90
Cleos-Frey,Robb-Stark,Undirected,11,2,82
Cleos-Frey,Tyrion-Lannister,Undirected,13,2,80
Cley-Cerwyn,Donella-Hornwood,Undirected,3,2,90
Cley-Cerwyn,Rodrik-Cassel,Undirected,4,2,89
Colen-of-Greenpools,Renly-Baratheon,Undirected,3,2,90
Cortnay-Penrose,Davos-Seaworth,Undirected,5,2,88
Cortnay-Penrose,Renly-Baratheon,Undirected,3,2,90
Cortnay-Penrose,Stannis-Baratheon,Undirected,18,2,75
Cortnay-Penrose,Tyrion-Lannister,Undirected,3,2,90
Cortnay-Penrose,Varys,Undirected,3,2,90
Craster,Dywen,Undirected,7,2,86
Craster,Eddison-Tollett,Undirected,3,2,90
Craster,Jeor-Mormont,Undirected,19,2,74
Craster,Jon-Snow,Undirected,26,2,67
Craster,Mance-Rayder,Undirected,4,2,89
Craster,Samwell-Tarly,Undirected,10,2,83
Craster,Thoren-Smallwood,Undirected,4,2,89
Cressen,Davos-Seaworth,Undirected,10,2,83
Cressen,Melisandre,Undirected,7,2,86
Cressen,Patchface,Undirected,8,2,85
Cressen,Pylos,Undirected,17,2,76
Cressen,Renly-Baratheon,Undirected,4,2,89
Cressen,Robert-Baratheon,Undirected,4,2,89
Cressen,Selyse-Florent,Undirected,3,2,90
Cressen,Shireen-Baratheon,Undirected,6,2,87
Cressen,Stannis-Baratheon,Undirected,21,2,72
Cutjack,Gendry,Undirected,3,2,90
Cutjack,Kurz,Undirected,4,2,89
Cutjack,Tarber,Undirected,3,2,90
Daenerys-Targaryen,Doreah,Undirected,3,2,90
Daenerys-Targaryen,Drogo,Undirected,8,2,85
Daenerys-Targaryen,Irri,Undirected,6,2,87
Daenerys-Targaryen,Jhiqui,Undirected,7,2,86
Daenerys-Targaryen,Jhogo,Undirected,12,2,81
Daenerys-Targaryen,Jorah-Mormont,Undirected,29,2,64
Daenerys-Targaryen,Lynesse-Hightower,Undirected,3,2,90
Daenerys-Targaryen,Mirri-Maz-Duur,Undirected,3,2,90
Daenerys-Targaryen,Pono,Undirected,4,2,89
Daenerys-Targaryen,Pyat-Pree,Undirected,14,2,79
Daenerys-Targaryen,Quaithe,Undirected,5,2,88
Daenerys-Targaryen,Rakharo,Undirected,4,2,89
Daenerys-Targaryen,Robert-Baratheon,Undirected,4,2,89
Daenerys-Targaryen,Viserys-Targaryen,Undirected,3,2,90
Daenerys-Targaryen,Xaro-Xhoan-Daxos,Undirected,13,2,80
Dagmer,Rodrik-Cassel,Undirected,3,2,90
Dagmer,Theon-Greyjoy,Undirected,7,2,86
Dalbridge,Ebben,Undirected,4,2,89
Dalbridge,Jon-Snow,Undirected,4,2,89
Dalbridge,Qhorin-Halfhand,Undirected,5,2,88
Davos-Seaworth,Devan-Seaworth,Undirected,4,2,89
Davos-Seaworth,Imry-Florent,Undirected,3,2,90
Davos-Seaworth,Matthos-Seaworth,Undirected,3,2,90
Davos-Seaworth,Melisandre,Undirected,20,2,73
Davos-Seaworth,Monford-Velaryon,Undirected,3,2,90
Davos-Seaworth,Pylos,Undirected,9,2,84
Davos-Seaworth,Renly-Baratheon,Undirected,6,2,87
Davos-Seaworth,Salladhor-Saan,Undirected,8,2,85
Davos-Seaworth,Stannis-Baratheon,Undirected,58,2,35
Desmond-Grell,Edmure-Tully,Undirected,4,2,89
Desmond-Grell,Utherydes-Wayn,Undirected,3,2,90
Devan-Seaworth,Renly-Baratheon,Undirected,3,2,90
Devan-Seaworth,Stannis-Baratheon,Undirected,13,2,80
Dolf,Shagga,Undirected,3,2,90
Donella-Hornwood,Leobald-Tallhart,Undirected,3,2,90
Donella-Hornwood,Luwin,Undirected,7,2,86
Donella-Hornwood,Mors-Umber,Undirected,3,2,90
Donella-Hornwood,Ramsay-Snow,Undirected,3,2,90
Donella-Hornwood,Rodrik-Cassel,Undirected,4,2,89
Dontos-Hollard,Joffrey-Baratheon,Undirected,8,2,85
Dontos-Hollard,Moon-Boy,Undirected,5,2,88
Dontos-Hollard,Sansa-Stark,Undirected,17,2,76
Dontos-Hollard,Stannis-Baratheon,Undirected,3,2,90
Dontos-Hollard,Tyrion-Lannister,Undirected,4,2,89
Doran-Martell,Myrcella-Baratheon,Undirected,4,2,89
Doran-Martell,Tyrion-Lannister,Undirected,3,2,90
Doran-Martell,Varys,Undirected,4,2,89
Drennan,Squint,Undirected,3,2,90
Drennan,Theon-Greyjoy,Undirected,3,2,90
Drogo,Jorah-Mormont,Undirected,4,2,89
Drogo,Pono,Undirected,4,2,89
Drogo,Viserys-Targaryen,Undirected,3,2,90
Dunsen,Gregor-Clegane,Undirected,4,2,89
Dunsen,Ilyn-Payne,Undirected,3,2,90
Dunsen,Joffrey-Baratheon,Undirected,3,2,90
Dunsen,Meryn-Trant,Undirected,3,2,90
Dunsen,Polliver,Undirected,7,2,86
Dunsen,Rafford,Undirected,6,2,87
Dunsen,Sandor-Clegane,Undirected,3,2,90
Dunsen,Tickler,Undirected,3,2,90
Dunsen,Weese,Undirected,3,2,90
Dywen,Grenn,Undirected,8,2,85
Dywen,Jon-Snow,Undirected,9,2,84
Ebben,Jon-Snow,Undirected,10,2,83
Ebben,Qhorin-Halfhand,Undirected,8,2,85
Ebben,Stonesnake,Undirected,4,2,89
Eddard-Stark,Ilyn-Payne,Undirected,5,2,88
Eddard-Stark,Janos-Slynt,Undirected,7,2,86
Eddard-Stark,Joffrey-Baratheon,Undirected,9,2,84
Eddard-Stark,Jon-Snow,Undirected,9,2,84
Eddard-Stark,Luwin,Undirected,3,2,90
Eddard-Stark,Maron-Greyjoy,Undirected,3,2,90
Eddard-Stark,Petyr-Baelish,Undirected,4,2,89
Eddard-Stark,Renly-Baratheon,Undirected,5,2,88
Eddard-Stark,Rickon-Stark,Undirected,3,2,90
Eddard-Stark,Robb-Stark,Undirected,11,2,82
Eddard-Stark,Robert-Baratheon,Undirected,26,2,67
Eddard-Stark,Stannis-Baratheon,Undirected,5,2,88
Eddard-Stark,Theon-Greyjoy,Undirected,17,2,76
Eddard-Stark,Tyrion-Lannister,Undirected,12,2,81
Eddard-Stark,Varys,Undirected,3,2,90
Eddison-Tollett,Jeor-Mormont,Undirected,4,2,89
Eddison-Tollett,Jon-Snow,Undirected,11,2,82
Edmure-Tully,Hoster-Tully,Undirected,3,2,90
Edmure-Tully,Jaime-Lannister,Undirected,3,2,90
Edmure-Tully,Robb-Stark,Undirected,12,2,81
Edmure-Tully,Tywin-Lannister,Undirected,8,2,85
Eldon-Estermont,Steffon-Varner,Undirected,3,2,90
Emmon-Cuy,Renly-Baratheon,Undirected,3,2,90
Emmon-Cuy,Robar-Royce,Undirected,3,2,90
Euron-Greyjoy,Theon-Greyjoy,Undirected,4,2,89
Farlen,Theon-Greyjoy,Undirected,6,2,87
Florian-the-Fool,Jonquil,Undirected,8,2,85
Florian-the-Fool,Sansa-Stark,Undirected,3,2,90
Gariss,Murch,Undirected,5,2,88
Garlan-Tyrell,Joffrey-Baratheon,Undirected,4,2,89
Garlan-Tyrell,Loras-Tyrell,Undirected,3,2,90
Gendry,Hot-Pie,Undirected,23,2,70
Gendry,Jaqen-Hghar,Undirected,4,2,89
Gendry,Lommy-Greenhands,Undirected,17,2,76
Gendry,Woth,Undirected,3,2,90
Gendry,Yoren,Undirected,8,2,85
Gregor-Clegane,Ilyn-Payne,Undirected,3,2,90
Gregor-Clegane,Joffrey-Baratheon,Undirected,3,2,90
Gregor-Clegane,Meryn-Trant,Undirected,4,2,89
Gregor-Clegane,Polliver,Undirected,5,2,88
Gregor-Clegane,Rafford,Undirected,6,2,87
Gregor-Clegane,Sandor-Clegane,Undirected,5,2,88
Gregor-Clegane,Tickler,Undirected,5,2,88
Gregor-Clegane,Tywin-Lannister,Undirected,4,2,89
Gregor-Clegane,Weese,Undirected,5,2,88
Grenn,Jeor-Mormont,Undirected,3,2,90
Grenn,Samwell-Tarly,Undirected,6,2,87
Guyard-Morrigen,Renly-Baratheon,Undirected,7,2,86
Gyles-Rosby,Jacelyn-Bywater,Undirected,4,2,89
Gyles-Rosby,Joffrey-Baratheon,Undirected,4,2,89
Gyles-Rosby,Lollys-Stokeworth,Undirected,5,2,88
Gyles-Rosby,Sansa-Stark,Undirected,3,2,90
Gyles-Rosby,Tanda-Stokeworth,Undirected,5,2,88
Gyles-Rosby,Tommen-Baratheon,Undirected,4,2,89
Gyles-Rosby,Tyrion-Lannister,Undirected,3,2,90
Gynir,Wex-Pyke,Undirected,4,2,89
Hake,Jon-Snow,Undirected,4,2,89
Hallis-Mollen,Wendel-Manderly,Undirected,3,2,90
Hallyne,Joffrey-Baratheon,Undirected,3,2,90
Hallyne,Tyrion-Lannister,Undirected,5,2,88
Halys-Hornwood,Rodrik-Cassel,Undirected,3,2,90
Harren-Hoare,Nan,Undirected,5,2,88
High-Septon-(fat_one),Tyrion-Lannister,Undirected,4,2,89
High-Septon-(Tyrions),Tyrion-Lannister,Undirected,4,2,89
Hobber-Redwyne,Horas-Redwyne,Undirected,7,2,86
Hodor,Jojen-Reed,Undirected,3,2,90
Hodor,Luwin,Undirected,17,2,76
Hodor,Meera-Reed,Undirected,10,2,83
Hodor,Osha,Undirected,16,2,77
Hodor,Rickon-Stark,Undirected,11,2,82
Hodor,Rodrik-Cassel,Undirected,3,2,90
Hodor,Wyman-Manderly,Undirected,3,2,90
Horas-Redwyne,Joffrey-Baratheon,Undirected,3,2,90
Hoster-Tully,Vyman,Undirected,3,2,90
Hot-Pie,Lommy-Greenhands,Undirected,28,2,65
Hot-Pie,Mebble,Undirected,4,2,89
Hot-Pie,Weasel,Undirected,4,2,89
Hot-Pie,Woth,Undirected,5,2,88
Hot-Pie,Yoren,Undirected,8,2,85
Ilyn-Payne,Joffrey-Baratheon,Undirected,13,2,80
Ilyn-Payne,Meryn-Trant,Undirected,8,2,85
Ilyn-Payne,Polliver,Undirected,3,2,90
Ilyn-Payne,Rafford,Undirected,3,2,90
Ilyn-Payne,Sandor-Clegane,Undirected,8,2,85
Ilyn-Payne,Sansa-Stark,Undirected,9,2,84
Ilyn-Payne,Tickler,Undirected,5,2,88
Irri,Jhiqui,Undirected,3,2,90
Jacelyn-Bywater,Janos-Slynt,Undirected,4,2,89
Jacelyn-Bywater,Joffrey-Baratheon,Undirected,7,2,86
Jacelyn-Bywater,Lancel-Lannister,Undirected,3,2,90
