Source,Target,Type,weight,book,new_weight
Arstan,Jorah-Mormont,Undirected,13,3,82
Arstan,Kraznys-mo-Nakloz,Undirected,3,3,92
Arstan,Mero,Undirected,7,3,88
Arstan,Rhaegar-Targaryen,Undirected,7,3,88
Arthur-Dayne,Gerold-Hightower,Undirected,5,3,90
Arthur-Dayne,Lewyn-Martell,Undirected,3,3,92
Arthur-Dayne,Rhaegar-Targaryen,Undirected,3,3,92
Arthur-Dayne,Smiling-Knight,Undirected,4,3,91
Arya-Stark,Beric-Dondarrion,Undirected,23,3,72
Arya-Stark,Bran-Stark,Undirected,9,3,86
Arya-Stark,Brynden-Tully,Undirected,4,3,91
Arya-Stark,Catelyn-Stark,Undirected,3,3,92
Arya-Stark,Cersei-Lannister,Undirected,6,3,89
Arya-Stark,Dunsen,Undirected,3,3,92
Arya-Stark,Eddard-Stark,Undirected,6,3,89
Arya-Stark,Elmar-Frey,Undirected,4,3,91
Arya-Stark,Gendry,Undirected,46,3,49
Arya-Stark,Greenbeard,Undirected,9,3,86
Arya-Stark,Gregor-Clegane,Undirected,6,3,89
Arya-Stark,Harwin,Undirected,17,3,78
Arya-Stark,Hot-Pie,Undirected,25,3,70
Arya-Stark,Ilyn-Payne,Undirected,3,3,92
Arya-Stark,Jaime-Lannister,Undirected,10,3,85
Arya-Stark,Joffrey-Baratheon,Undirected,10,3,85
Arya-Stark,Jon-Snow,Undirected,9,3,86
Arya-Stark,Lem,Undirected,24,3,71
Arya-Stark,Mad-Huntsman,Undirected,4,3,91
Arya-Stark,Meryn-Trant,Undirected,3,3,92
Arya-Stark,Mycah,Undirected,6,3,89
Arya-Stark,Nan,Undirected,7,3,88
Arya-Stark,Pate-(Old),Undirected,4,3,91
Arya-Stark,Polliver,Undirected,11,3,84
Arya-Stark,Rafford,Undirected,5,3,90
Arya-Stark,Ravella-Swann,Undirected,7,3,88
Arya-Stark,Rickon-Stark,Undirected,8,3,87
Arya-Stark,Robb-Stark,Undirected,14,3,81
Arya-Stark,Robert-Baratheon,Undirected,5,3,90
Arya-Stark,Roose-Bolton,Undirected,8,3,87
Arya-Stark,Sandor-Clegane,Undirected,48,3,47
Arya-Stark,Sansa-Stark,Undirected,23,3,72
Arya-Stark,Thoros-of-Myr,Undirected,21,3,74
Arya-Stark,Tickler,Undirected,5,3,90
Arya-Stark,Tom-of-Sevenstreams,Undirected,24,3,71
Arya-Stark,Tyrion-Lannister,Undirected,7,3,88
Axell-Florent,Davos-Seaworth,Undirected,21,3,74
Axell-Florent,Lamprey,Undirected,5,3,90
Axell-Florent,Melisandre,Undirected,4,3,91
Axell-Florent,Porridge,Undirected,5,3,90
Axell-Florent,Salladhor-Saan,Undirected,3,3,92
Axell-Florent,Selyse-Florent,Undirected,8,3,87
Axell-Florent,Stannis-Baratheon,Undirected,16,3,79
Azor-Ahai,Stannis-Baratheon,Undirected,3,3,92
Baelor-I-Targaryen,Cersei-Lannister,Undirected,3,3,92
Baelor-I-Targaryen,Sansa-Stark,Undirected,3,3,92
Baelor-I-Targaryen,Tyrion-Lannister,Undirected,3,3,92
Ballabar,Frenken,Undirected,4,3,91
Ballabar,Tyrion-Lannister,Undirected,4,3,91
Balon-Greyjoy,Robb-Stark,Undirected,6,3,89
Balon-Greyjoy,Stannis-Baratheon,Undirected,4,3,91
Balon-Greyjoy,Tywin-Lannister,Undirected,4,3,91
Balon-Swann,Boros-Blount,Undirected,3,3,92
Balon-Swann,Jaime-Lannister,Undirected,5,3,90
Balon-Swann,Joffrey-Baratheon,Undirected,5,3,90
Balon-Swann,Loras-Tyrell,Undirected,6,3,89
Balon-Swann,Osmund-Kettleblack,Undirected,3,3,92
Balon-Swann,Tyrion-Lannister,Undirected,4,3,91
Bannen,Dywen,Undirected,5,3,90
Bannen,Samwell-Tarly,Undirected,11,3,84
Barristan-Selmy,Daenerys-Targaryen,Undirected,5,3,90
Barristan-Selmy,Gerold-Hightower,Undirected,5,3,90
Barristan-Selmy,Jaime-Lannister,Undirected,4,3,91
Barristan-Selmy,Jorah-Mormont,Undirected,5,3,90
Barristan-Selmy,Robert-Baratheon,Undirected,8,3,87
Bedwyck,Craster,Undirected,4,3,91
Bedwyck,Dywen,Undirected,3,3,92
Bedwyck,Eddison-Tollett,Undirected,4,3,91
Bedwyck,Grenn,Undirected,4,3,91
Bedwyck,Samwell-Tarly,Undirected,3,3,92
Belwas,Ben-Plumm,Undirected,4,3,91
Belwas,Daenerys-Targaryen,Undirected,28,3,67
Belwas,Illyrio-Mopatis,Undirected,8,3,87
Belwas,Jhiqui,Undirected,3,3,92
Belwas,Jorah-Mormont,Undirected,18,3,77
Belwas,Oznak-zo-Pahl,Undirected,8,3,87
Ben-Plumm,Daario-Naharis,Undirected,4,3,91
Ben-Plumm,Daenerys-Targaryen,Undirected,10,3,85
Benjen-Stark,Bran-Stark,Undirected,3,3,92
Benjen-Stark,Jeor-Mormont,Undirected,3,3,92
Benjen-Stark,Jon-Snow,Undirected,3,3,92
Benjen-Stark,Robert-Baratheon,Undirected,3,3,92
Beric-Dondarrion,Gendry,Undirected,4,3,91
Beric-Dondarrion,Gregor-Clegane,Undirected,3,3,92
Beric-Dondarrion,Harwin,Undirected,7,3,88
Beric-Dondarrion,Jack-Bulwer,Undirected,4,3,91
Beric-Dondarrion,Joffrey-Baratheon,Undirected,3,3,92
Beric-Dondarrion,Lem,Undirected,14,3,81
Beric-Dondarrion,Sandor-Clegane,Undirected,15,3,80
Beric-Dondarrion,Thoros-of-Myr,Undirected,26,3,69
Beric-Dondarrion,Tom-of-Sevenstreams,Undirected,4,3,91
Big-Boil,Jon-Snow,Undirected,3,3,92
Big-Boil,Ygritte,Undirected,3,3,92
Biter,Rorge,Undirected,3,3,92
Blane,Jeor-Mormont,Undirected,3,3,92
Boros-Blount,Cersei-Lannister,Undirected,4,3,91
Boros-Blount,Jaime-Lannister,Undirected,6,3,89
Boros-Blount,Loras-Tyrell,Undirected,5,3,90
Boros-Blount,Meryn-Trant,Undirected,6,3,89
Boros-Blount,Tommen-Baratheon,Undirected,7,3,88
Boros-Blount,Tyrion-Lannister,Undirected,6,3,89
Bowen-Marsh,Cotter-Pyke,Undirected,3,3,92
Bowen-Marsh,Denys-Mallister,Undirected,5,3,90
Bowen-Marsh,Donal-Noye,Undirected,4,3,91
Bowen-Marsh,Eddison-Tollett,Undirected,3,3,92
Bowen-Marsh,Hobb,Undirected,3,3,92
Bowen-Marsh,Janos-Slynt,Undirected,10,3,85
Bowen-Marsh,Jeor-Mormont,Undirected,8,3,87
Bowen-Marsh,Jon-Snow,Undirected,5,3,90
Bowen-Marsh,Othell-Yarwyck,Undirected,9,3,86
Bowen-Marsh,Samwell-Tarly,Undirected,7,3,88
Bran-Stark,Catelyn-Stark,Undirected,3,3,92
Bran-Stark,Coldhands,Undirected,4,3,91
Bran-Stark,Eddard-Stark,Undirected,7,3,88
Bran-Stark,Hodor,Undirected,71,3,24
Bran-Stark,Joffrey-Baratheon,Undirected,3,3,92
Bran-Stark,Jojen-Reed,Undirected,48,3,47
Bran-Stark,Jon-Snow,Undirected,13,3,82
Bran-Stark,Jon-Umber-(Greatjon),Undirected,3,3,92
Bran-Stark,Meera-Reed,Undirected,54,3,41
Bran-Stark,Nan,Undirected,14,3,81
Bran-Stark,Rickon-Stark,Undirected,31,3,64
Bran-Stark,Robb-Stark,Undirected,18,3,77
Bran-Stark,Samwell-Tarly,Undirected,11,3,84
Bran-Stark,Sansa-Stark,Undirected,10,3,85
Bran-Stark,Theon-Greyjoy,Undirected,9,3,86
Brandon-Stark,Eddard-Stark,Undirected,8,3,87
Brandon-Stark,Rickon-Stark,Undirected,3,3,92
Brandon-Stark,Robb-Stark,Undirected,3,3,92
Brella,Sansa-Stark,Undirected,4,3,91
Brella,Shae,Undirected,4,3,91
Brenett,Catelyn-Stark,Undirected,3,3,92
Brienne-of-Tarth,Catelyn-Stark,Undirected,7,3,88
Brienne-of-Tarth,Cersei-Lannister,Undirected,5,3,90
Brienne-of-Tarth,Cleos-Frey,Undirected,12,3,83
Brienne-of-Tarth,Elmar-Frey,Undirected,6,3,89
Brienne-of-Tarth,Jaime-Lannister,Undirected,87,3,8
Brienne-of-Tarth,Loras-Tyrell,Undirected,6,3,89
Brienne-of-Tarth,Qyburn,Undirected,3,3,92
Brienne-of-Tarth,Robb-Stark,Undirected,5,3,90
Brienne-of-Tarth,Roose-Bolton,Undirected,11,3,84
Brienne-of-Tarth,Sansa-Stark,Undirected,5,3,90
Brienne-of-Tarth,Tyrion-Lannister,Undirected,4,3,91
Brienne-of-Tarth,Vargo-Hoat,Undirected,4,3,91
Brienne-of-Tarth,Walton,Undirected,3,3,92
Bronn,Cersei-Lannister,Undirected,8,3,87
Bronn,Gregor-Clegane,Undirected,4,3,91
Bronn,Joffrey-Baratheon,Undirected,3,3,92
Bronn,Lollys-Stokeworth,Undirected,3,3,92
Bronn,Mandon-Moore,Undirected,3,3,92
Bronn,Oberyn-Martell,Undirected,4,3,91
Bronn,Podrick-Payne,Undirected,17,3,78
Bronn,Tommen-Baratheon,Undirected,4,3,91
Bronn,Tyrion-Lannister,Undirected,32,3,63
Bronn,Tywin-Lannister,Undirected,3,3,92
Bronn,Varys,Undirected,4,3,91
Brynden-Tully,Catelyn-Stark,Undirected,5,3,90
Brynden-Tully,Edmure-Tully,Undirected,6,3,89
Brynden-Tully,Rickard-Karstark,Undirected,4,3,91
Brynden-Tully,Robb-Stark,Undirected,12,3,83
Brynden-Tully,Tywin-Lannister,Undirected,4,3,91
Brynden-Tully,Walder-Frey,Undirected,4,3,91
Butterbumps,Olenna-Redwyne,Undirected,4,3,91
Butterbumps,Sansa-Stark,Undirected,6,3,89
Byam-Flint,Craster,Undirected,3,3,92
Catelyn-Stark,Cersei-Lannister,Undirected,4,3,91
Catelyn-Stark,Cleos-Frey,Undirected,4,3,91
Catelyn-Stark,Dacey-Mormont,Undirected,5,3,90
Catelyn-Stark,Desmond-Grell,Undirected,6,3,89
Catelyn-Stark,Eddard-Stark,Undirected,7,3,88
Catelyn-Stark,Edmure-Tully,Undirected,18,3,77
Catelyn-Stark,Elmar-Frey,Undirected,5,3,90
Catelyn-Stark,Hoster-Tully,Undirected,16,3,79
Catelyn-Stark,Jaime-Lannister,Undirected,19,3,76
Catelyn-Stark,Jason-Mallister,Undirected,5,3,90
Catelyn-Stark,Jeyne-Westerling,Undirected,13,3,82
Catelyn-Stark,Joffrey-Baratheon,Undirected,3,3,92
Catelyn-Stark,Jon-Umber-(Greatjon),Undirected,10,3,85
Catelyn-Stark,Lothar-Frey,Undirected,3,3,92
Catelyn-Stark,Lysa-Arryn,Undirected,15,3,80
Catelyn-Stark,Maege-Mormont,Undirected,6,3,89
Catelyn-Stark,Marq-Piper,Undirected,3,3,92
Catelyn-Stark,Petyr-Baelish,Undirected,6,3,89
Catelyn-Stark,Raynald-Westerling,Undirected,5,3,90
Catelyn-Stark,Rickard-Karstark,Undirected,6,3,89
Catelyn-Stark,Robb-Stark,Undirected,48,3,47
Catelyn-Stark,Robin-Ryger,Undirected,3,3,92
Catelyn-Stark,Rodrik-Cassel,Undirected,3,3,92
Catelyn-Stark,Roose-Bolton,Undirected,10,3,85
Catelyn-Stark,Roslin-Frey,Undirected,7,3,88
Catelyn-Stark,Ryman-Frey,Undirected,6,3,89
Catelyn-Stark,Sansa-Stark,Undirected,11,3,84
Catelyn-Stark,Stannis-Baratheon,Undirected,4,3,91
Catelyn-Stark,Tansy,Undirected,8,3,87
Catelyn-Stark,Tyrion-Lannister,Undirected,7,3,88
Catelyn-Stark,Vyman,Undirected,9,3,86
Catelyn-Stark,Walder-Frey,Undirected,25,3,70
Cersei-Lannister,Dunsen,Undirected,6,3,89
Cersei-Lannister,Eddard-Stark,Undirected,6,3,89
Cersei-Lannister,Elia-Martell,Undirected,4,3,91
Cersei-Lannister,Ellaria-Sand,Undirected,4,3,91
Cersei-Lannister,Gregor-Clegane,Undirected,7,3,88
Cersei-Lannister,Ilyn-Payne,Undirected,8,3,87
Cersei-Lannister,Jaime-Lannister,Undirected,35,3,60
Cersei-Lannister,Joffrey-Baratheon,Undirected,44,3,51
Cersei-Lannister,Kevan-Lannister,Undirected,5,3,90
Cersei-Lannister,Lancel-Lannister,Undirected,3,3,92
Cersei-Lannister,Lysa-Arryn,Undirected,4,3,91
Cersei-Lannister,Mace-Tyrell,Undirected,6,3,89
Cersei-Lannister,Mandon-Moore,Undirected,4,3,91
Cersei-Lannister,Margaery-Tyrell,Undirected,6,3,89
Cersei-Lannister,Meryn-Trant,Undirected,13,3,82
Cersei-Lannister,Oberyn-Martell,Undirected,9,3,86
Cersei-Lannister,Olenna-Redwyne,Undirected,5,3,90
Cersei-Lannister,Osmund-Kettleblack,Undirected,8,3,87
Cersei-Lannister,Polliver,Undirected,6,3,89
Cersei-Lannister,Pycelle,Undirected,4,3,91
Cersei-Lannister,Rafford,Undirected,6,3,89
Cersei-Lannister,Robert-Baratheon,Undirected,14,3,81
Cersei-Lannister,Sandor-Clegane,Undirected,5,3,90
Cersei-Lannister,Sansa-Stark,Undirected,21,3,74
Cersei-Lannister,Shae,Undirected,4,3,91
Cersei-Lannister,Tickler,Undirected,6,3,89
Cersei-Lannister,Tommen-Baratheon,Undirected,4,3,91
Cersei-Lannister,Tyrion-Lannister,Undirected,54,3,41
Cersei-Lannister,Tywin-Lannister,Undirected,20,3,75
Cersei-Lannister,Varys,Undirected,4,3,91
Cersei-Lannister,Willas-Tyrell,Undirected,5,3,90
Chataya,Tyrion-Lannister,Undirected,4,3,91
Chett,Jeor-Mormont,Undirected,6,3,89
Chett,Lark,Undirected,9,3,86
Chett,Qhorin-Halfhand,Undirected,3,3,92
Chett,Samwell-Tarly,Undirected,4,3,91
Chett,Small-Paul,Undirected,8,3,87
Cleon,Daenerys-Targaryen,Undirected,4,3,91
Cleon,Ghael,Undirected,5,3,90
Cleos-Frey,Jaime-Lannister,Undirected,25,3,70
Clubfoot-Karl,Craster,Undirected,6,3,89
Clubfoot-Karl,Samwell-Tarly,Undirected,3,3,92
Clydas,Hobb,Undirected,6,3,89
Clydas,Jon-Snow,Undirected,10,3,85
Clydas,Samwell-Tarly,Undirected,6,3,89
Coldhands,Gilly,Undirected,3,3,92
Cotter-Pyke,Denys-Mallister,Undirected,14,3,81
Cotter-Pyke,Eddison-Tollett,Undirected,3,3,92
Cotter-Pyke,Jon-Snow,Undirected,3,3,92
Cotter-Pyke,Othell-Yarwyck,Undirected,6,3,89
Cotter-Pyke,Pypar,Undirected,3,3,92
Cotter-Pyke,Samwell-Tarly,Undirected,10,3,85
Cotter-Pyke,Stannis-Baratheon,Undirected,5,3,90
Craster,Dirk,Undirected,6,3,89
Craster,Eddison-Tollett,Undirected,3,3,92
Craster,Gilly,Undirected,16,3,79
Craster,Grenn,Undirected,3,3,92
Craster,Jeor-Mormont,Undirected,8,3,87
Craster,Jojen-Reed,Undirected,3,3,92
Craster,Jon-Snow,Undirected,7,3,88
Craster,Mance-Rayder,Undirected,6,3,89
Craster,Samwell-Tarly,Undirected,32,3,63
Craster,Tormund,Undirected,3,3,92
Cressen,Davos-Seaworth,Undirected,4,3,91
Daario-Naharis,Daenerys-Targaryen,Undirected,15,3,80
Daario-Naharis,Drogo,Undirected,3,3,92
Daario-Naharis,Irri,Undirected,3,3,92
Daario-Naharis,Jorah-Mormont,Undirected,10,3,85
Daario-Naharis,Prendahl-na-Ghezn,Undirected,3,3,92
Daario-Naharis,Sallor,Undirected,3,3,92
Dacey-Mormont,Maege-Mormont,Undirected,3,3,92
Dacey-Mormont,Robb-Stark,Undirected,3,3,92
Daenerys-Targaryen,Drogo,Undirected,7,3,88
Daenerys-Targaryen,Ghael,Undirected,3,3,92
Daenerys-Targaryen,Grey-Worm,Undirected,14,3,81
Daenerys-Targaryen,Groleo,Undirected,6,3,89
Daenerys-Targaryen,Irri,Undirected,17,3,78
Daenerys-Targaryen,Jhiqui,Undirected,17,3,78
Daenerys-Targaryen,Jhogo,Undirected,4,3,91
Daenerys-Targaryen,Jorah-Mormont,Undirected,53,3,42
Daenerys-Targaryen,Kraznys-mo-Nakloz,Undirected,16,3,79
Daenerys-Targaryen,Mero,Undirected,5,3,90
Daenerys-Targaryen,Missandei,Undirected,26,3,69
Daenerys-Targaryen,Oznak-zo-Pahl,Undirected,4,3,91
Daenerys-Targaryen,Rakharo,Undirected,7,3,88
Daenerys-Targaryen,Rhaegar-Targaryen,Undirected,13,3,82
Daenerys-Targaryen,Rhaegel-Targaryen,Undirected,5,3,90
Daenerys-Targaryen,Robert-Baratheon,Undirected,8,3,87
Daenerys-Targaryen,Viserys-Targaryen,Undirected,8,3,87
Daeron-I-Targaryen,Shireen-Baratheon,Undirected,3,3,92
Dalla,Jon-Snow,Undirected,6,3,89
Dalla,Mance-Rayder,Undirected,10,3,85
Dalla,Val,Undirected,7,3,88
Davos-Seaworth,Devan-Seaworth,Undirected,5,3,90
Davos-Seaworth,Edric-Storm,Undirected,19,3,76
Davos-Seaworth,Guncer-Sunglass,Undirected,3,3,92
Davos-Seaworth,Joffrey-Baratheon,Undirected,10,3,85
Davos-Seaworth,Khorane-Sathmantes,Undirected,4,3,91
Davos-Seaworth,Lamprey,Undirected,8,3,87
Davos-Seaworth,Melisandre,Undirected,40,3,55
Davos-Seaworth,Porridge,Undirected,6,3,89
Davos-Seaworth,Pylos,Undirected,15,3,80
Davos-Seaworth,Salladhor-Saan,Undirected,22,3,73
Davos-Seaworth,Selyse-Florent,Undirected,6,3,89
Davos-Seaworth,Shireen-Baratheon,Undirected,9,3,86
Davos-Seaworth,Stannis-Baratheon,Undirected,52,3,43
Denys-Mallister,Eddison-Tollett,Undirected,3,3,92
Denys-Mallister,Janos-Slynt,Undirected,3,3,92
Denys-Mallister,Othell-Yarwyck,Undirected,4,3,91
Denys-Mallister,Pypar,Undirected,4,3,91
Denys-Mallister,Samwell-Tarly,Undirected,14,3,81
Desmond-Grell,Edmure-Tully,Undirected,4,3,91
Desmond-Grell,Robb-Stark,Undirected,4,3,91
Desmond-Grell,Utherydes-Wayn,Undirected,6,3,89
Devan-Seaworth,Pylos,Undirected,3,3,92
Devan-Seaworth,Stannis-Baratheon,Undirected,4,3,91
Dick-Follard,Jon-Snow,Undirected,3,3,92
Dick-Follard,Satin,Undirected,5,3,90
Dirk,Samwell-Tarly,Undirected,4,3,91
Donal-Noye,Jeor-Mormont,Undirected,4,3,91
Donal-Noye,Jon-Snow,Undirected,33,3,62
Donal-Noye,Mag-Mar-Tun-Doh-Weg,Undirected,6,3,89
Donal-Noye,Mance-Rayder,Undirected,3,3,92
Donal-Noye,Qhorin-Halfhand,Undirected,3,3,92
Donal-Noye,Stannis-Baratheon,Undirected,4,3,91
Dontos-Hollard,Joffrey-Baratheon,Undirected,10,3,85
Dontos-Hollard,Lothor-Brune,Undirected,3,3,92
Dontos-Hollard,Moon-Boy,Undirected,3,3,92
Dontos-Hollard,Petyr-Baelish,Undirected,4,3,91
Dontos-Hollard,Sansa-Stark,Undirected,13,3,82
Dontos-Hollard,Tyrion-Lannister,Undirected,7,3,88
Dontos-Hollard,Willas-Tyrell,Undirected,3,3,92
Doran-Martell,Gregor-Clegane,Undirected,3,3,92
Doran-Martell,Oberyn-Martell,Undirected,4,3,91
Doran-Martell,Tyrion-Lannister,Undirected,10,3,85
Drogo,Irri,Undirected,3,3,92
Drogo,Jorah-Mormont,Undirected,8,3,87
Dunsen,Gregor-Clegane,Undirected,11,3,84
Dunsen,Ilyn-Payne,Undirected,6,3,89
Dunsen,Joffrey-Baratheon,Undirected,6,3,89
Dunsen,Meryn-Trant,Undirected,6,3,89
Dunsen,Polliver,Undirected,9,3,86
Dunsen,Rafford,Undirected,10,3,85
Dunsen,Sandor-Clegane,Undirected,7,3,88
Dunsen,Tickler,Undirected,9,3,86
Dywen,Eddison-Tollett,Undirected,5,3,90
Dywen,Grenn,Undirected,4,3,91
Dywen,Jeor-Mormont,Undirected,4,3,91
Dywen,Samwell-Tarly,Undirected,6,3,89
Eddard-Stark,Gregor-Clegane,Undirected,3,3,92
Eddard-Stark,Jaime-Lannister,Undirected,6,3,89
Eddard-Stark,Joffrey-Baratheon,Undirected,3,3,92
Eddard-Stark,Jon-Snow,Undirected,4,3,91
Eddard-Stark,Rickon-Stark,Undirected,8,3,87
Eddard-Stark,Robb-Stark,Undirected,13,3,82
Eddard-Stark,Robert-Baratheon,Undirected,7,3,88
Eddard-Stark,Sandor-Clegane,Undirected,4,3,91
Eddard-Stark,Sansa-Stark,Undirected,6,3,89
Eddard-Stark,Torrhen-Stark,Undirected,3,3,92
Eddard-Stark,Tyrion-Lannister,Undirected,3,3,92
Eddison-Tollett,Grenn,Undirected,13,3,82
Eddison-Tollett,Jeor-Mormont,Undirected,5,3,90
Eddison-Tollett,Othell-Yarwyck,Undirected,3,3,92
Eddison-Tollett,Pypar,Undirected,5,3,90
Eddison-Tollett,Samwell-Tarly,Undirected,15,3,80
Eddison-Tollett,Watt,Undirected,3,3,92
Edmure-Tully,Elmar-Frey,Undirected,3,3,92
Edmure-Tully,Hoster-Tully,Undirected,11,3,84
Edmure-Tully,Jaime-Lannister,Undirected,4,3,91
Edmure-Tully,Lothar-Frey,Undirected,4,3,91
Edmure-Tully,Marq-Piper,Undirected,5,3,90
Edmure-Tully,Robb-Stark,Undirected,34,3,61
Edmure-Tully,Roslin-Frey,Undirected,15,3,80
Edmure-Tully,Tansy,Undirected,3,3,92
Edmure-Tully,Tywin-Lannister,Undirected,3,3,92
Edmure-Tully,Walder-Frey,Undirected,9,3,86
Edric-Storm,Pylos,Undirected,9,3,86
Edric-Storm,Robert-Baratheon,Undirected,3,3,92
Edric-Storm,Shireen-Baratheon,Undirected,3,3,92
Edric-Storm,Stannis-Baratheon,Undirected,6,3,89
Elia-Martell,Gregor-Clegane,Undirected,7,3,88
Elia-Martell,Jaime-Lannister,Undirected,4,3,91
Elia-Martell,Oberyn-Martell,Undirected,9,3,86
Elia-Martell,Rhaegar-Targaryen,Undirected,7,3,88
